reference,generated
வல்லயம்ஸ்களர்க்ஒரபரயபனப்பந்தபன்றத ஆனல்வ யவல்ஆனதஎன்றர்,வல்லயம்ஸ்களர்க்ஒரபரயபனப்பந்தபன்றத ஆனல்வ யவல்ஆனதஎன்றர்
அதஒரகற்பழப்பமற்றம் கலவழக்க ல்மற்றம்அனத்தஎன்பதல்,அதஒரகற்பழப்பமற்றம் கலவழக்க ல்மற்றம்அனத்தஎன்பதல்
நீங்க எல்லரம்உங்கமச்சவழ்க்கய சறயலதன் கழக்கணம்,நீங்க எல்லரம்உங்கமச்சவழ்க்கய சறயலதன் கழக்கணம்
அன்பப ளக்ஓப்ஸ்மஸ்டர்கள்ஏற்கனவ நறத்தப்பட்டள்ளனர்,அன்பப ளக்ஓப்ஸ்மஸ்டர்கள்ஏற்கனவ நறத்தப்பட்டள்ளனர்
ஆனல்க ண்டவடத்தபத்தநமடங்களக்க பன்ர யஸ்இதப ட்ட ரக்கறன்,ஆனல்க ண்டவடத்தபத்தநமடங்களக்க பன்ர யஸ்இதப ட்ட ரக்கறன்
நம் அப்பவல்என்கயல் உன்னக்க ல்லவக்கமடயவ ல்ல,அப்பவல்என்கயல் உன்னக்க ல்லவக்கமடயவ ல்ல
ஆனல்இப்பதஒவ்வ ரஉள்ளணர்வம் உன்னதப்பத்தஓடசல்கறத,ஆனல்
நீங்கள் சந்தமககட க்கம் கலம்பஸல்பன்ட்ஹவஸ்அபர்ட்மண்ட்,நீங்கள் சந்தமககடக்கம் கலம்பஸல்பன்ட்ஹவஸ்அபர்ட்மண்ட்
அவர்கள் நகழ்ந்தவற்றன்தர யம்நரத்த ல் அதஏற்கனவநடந்ததஎன்ற,அவர்கள் நகழ்ந்தவற்றன்தர யம்நரத்த ல் அதஏற்கனவநடந்ததஎன்ற
அவள் பதல்ஒன்றநீங்கள்வரம்பனல்என்மபலப்ப ர்க்கவம்இல்ல,அவள் பதல்ஒன்றநீங்கள்வரம்பனல்என்மபலப்ப ர்க்கவம்இல்ல
நன்ம க்கயமனஒன்ற உங்கள டம்கறமயல்கறன் நீங்கள் தவயற்றதல்கவனம்சலத்தகறீர்கள்,நன்ம க்கயமனஒன்ற உங்கள டம்கறமயல்கறன் நீங்கள் தவயற்றதல்கவனம்சலத்தகறீர்கள்
உங்க தணச்சலனசவக்கநன்ற இந்த தரதர்ஷ்டமனஇரவ ன்இரளத்தண்ட,உங்க தணச்சலனசவக்கநன்ற இந்த தரதர்ஷ்டமனஇரவ ன்இரளத்தண்ட
உனக்கஇததரய மஇரக்கல ம் ஆனல் எங்கக ண்டவந்தவட்டர க்கப்பர,உனக்கஇததரய மஇரக்கலம் ஆனல் எங்கக ண்டவந்தவட்டர க்கப்பர
கறஸ்தமஸ்சறப்பநகழ்ச்ச பர்ப்பதற்ககசர யகநரத்தல்வங்கனர்,கறஸ்தமஸ்சறப்பநகழ்ச்ச பர்ப்பதற்ககசர யகநரத்தல்வங்கனர்
நட்பதன்னவட்டபரந்தப கன்றதஎன கதல்உணர்ந்தவட்டபத,நட்பதன்னவட்டபரந்தப கன்றதஎன கதல்உணர்ந்தவட்டபத
அவரதமரணத்தன்தன்மபற்றஎஃப்பஐ எந்த கரத்தயம்கறமறத்த வட்டத,அவரதமரணத்தன்தன்மபற்றஎஃப்பஐ எந்த கரத்தயம்கறமறத்த வட்டத
அப்பறம்அந்தபர ளஹஞ்ச் டட்ஸ்ஆப்பல் வற்பனசய்யறத,அப்பறம்அந்தபர ளஹஞ்ச் டட்ஸ்ஆப்பல் வற்பனசய்யறத
ஒன்றம்இல்ல நன் தன்கண்ணடய ல்வத்தயசமகஏதவதபர்த்தன்,ன்றம்இல்ல நன் தன்கண்ணடய ல்வத்தயசமகஏதவதபர்த்தன்
வறஒர வரக்கஅரசகல்லரயல்நீங்கள் சர்க்கபத வவங்க கடக்கவ ண்டம்,வறஒர வரக்கஅரசகல்லரயல்நீங்கள் சர்க்கபத வவங்க கடக்கவ ண்டம்
நன்ஆலஸ்ஈவ் மற்றம்நன்நன க்கற ன் நீங்கள் ஒரப ட்கழப்பவட்டீர்கள்,நன்ஆலஸ்ஈவ் மற்றம்நன்நன க்கறன் நீங்கள் ஒரப ட்கழப்பவட்டீர்கள்
உங்களக்கதர யம் மக்கள்என்னடம்அப்பட பசம்பத அவர்கள்கழதஉத க்கப்படவர்கள்,உங்களக்கதர யம் மக்கள்என்னடம்அப்பட பசம்பத அவர்கள்கழதஉத க்கப்படவர்கள்
இதக்க ட்பதஉனக்கநல்லத தணம்ன நனம்சட்டத்தமீறநடந்தர க்கன்,ட்பதஉனக்கநல்லத தணம்ன நனம்சட்டத்தமீறநடந்தர க்கன்
பரம்பலம் அதவகமநடக்கம் அதனல நரத்தசர யபயன்படத்தங்க,பரம்பலம் அதவகமநடக்கம் அதனல நரத்தசர யபயன்படத்தங்க
ஆல் ஸ்னவன்ஒர கம்பஎன்னடம்கண்டவந்த உங்களக்கக,ஆல் ஸ்னவன்ஒர கம்பஎன்னடம்கண்டவந்த உங்களக்கக
நம்எப்படஎன்றல் களத்தன்அர கஉட்க ர்ந்தரப்பம் ஒயன்,நம்எப்படஎன்றல் களத்தன்அர கஉட்க ர்ந்தரப்பம்
எனவய ர்நீங்கள்தப்பக்ககள்தரடயதநன க்கறீர்கள்,எனவய
நீங்கள்பயணம்ச ய்தல் கடந்த கலத்தல் உங்கள்எதர்கலமகஇரக்கம்,நீங்கள்பயணம்ச ய்தல் கடந்த கலத்தல் உங்கள்எதர்கலமகஇரக்கம்
அதஎனக்கத்தவ ஒரவரக்கரவர்நர்ம யகஇரக்கவண்டம்,அதஎனக்கத்தவ ஒரவரக்கரவர்நர்ம யகஇரக்கவண்டம்
ஒரத்தரம்வமர்சனம்சய்ய தயரஇல்லசர் எல்லம்நடங்கறனங்க,ஒரத்தரம்வமர்சனம்சய்ய தயரஇல்லசர் எல்லம்நடங்கறனங்க
அவர்கள் இங்கஇல்லயன்றல் நன்அவரஇங்க பட்ட வன் அவர்இரவபதகப்ப கஇரப்பர்,அவர்கள்
ஒரமக்கயமனவஷயத்தப்பற்ற உங்களடன்ப சமயல்கறன்,ஒரமக்கயமனவஷயத்தப்பற்ற உங்களடன்ப சமயல்கறன்
சறதநரம்ஆனலம் நம்சரயன மரந்தகளன்சர்க்கயக்கண்டறந்தம்,சறதநரம்ஆனலம் நம்சரயன மரந்தகளன்சர்க்கயக்கண்டறந்தம்
நன்ஒரமண்வட்டயப்பயன்படத்த அவர்களடயஎப்படஒட்டக்கண்டதஎன்பத ப்பரங்கள் நீங்கள் பத்தயம,நன்ஒரமண்வட்டயப்பயன்படத்த அவர்களடயஎப்பட
வள்களப்பயன்படத்தயரக்கறர்கள் படக்கக்க பன்னரக்கம்ஓவயத்தல்ரத்தம்த றத்தரக்கறத,வள்களப்பயன்படத்தயரக்கறர்கள் படக்கக்க பன்னரக்கம்ஓவயத்தல்ரத்தம்த றத்தரக்கறத
அதனல்தன் எல்லக டயரப்பகளக்கம்வளயரங்கல யவரந்த ன்,அதனல்தன் எல்லக டயரப்பகளக்கம்வளயரங்கல யவரந்த ன்
நன்தீகண்டபடக்கப்பட்டதஎன்றபன்றமற்றத ழர்களஎன்னபர்த்த,நன்தீகண்டபடக்கப்பட்டதஎன்றபன்றமற்றத ழர்களஎன்னபர்த்த
உண்மயல் உங்களக்கத்தரந்த ல் நீங்கள் எனக்கத்த ரவயங்கள்,உண்மயல்
ஒவ்வரமற யம்நன்பர்க்கற ன் நன்ந னவல்கள்க றன்,ஒவ்வரமற யம்நன்பர்க்கறன் நன்ந னவல்கள்க றன்
நனவல்கள் ஸ்டம்பற்கனடக்கட்ட பறவதகடனமகஇரந்தப தநகழ்ந்தத,நனவல்கள் ஸ்டம்பற்கனடக்கட்ட பறவதகடனமகஇரந்தப தநகழ்ந்தத
உன் சப்பர்க ரல் உள்ள கட்டகளபரத்தம்இணப்பகள்,உன
அவர்கட்டஇரந்ததப்ப க்கத்தன் இந்த ஜயலக்கநன்வந்தன்,அவர்கட்டஇரந்ததப்ப க்கத்தன் இந்த ஜயலக்கநன்வந்தன்
கழவல்ஃப்ளன்சய்தத எனக்க கஞ்சம்வ யப்பகஇரந்தத,கழவல்ஃப்ளன்சய்தத எனக்க கஞ்சம்வ யப்பகஇரந்தத
இதலசம்மந்தப்படதயரவதஒரவரடம் வறமனபசறதக்கதன்,தலசம்மந்தப்படதயரவதஒரவரடம் வறமனபசறதக்கதன்
அப்படஒரபரய உரவம் உடயவரடம் அவர்ஒரகழந்தஎன்றஎப்படபசவீர்கள்,அப்படஒரபரய உரவம் உடயவரடம் அவர்ஒரகழந்தஎன்றஎப்படபசவீர்கள்
ஆனல்நம்உறவநீடத்தவரஉல்லசமக இரந்ததன்பதஒத்தக்கள்ளவண்டம்,ஆனல்நம்உறவநீடத்தவரஉல்லசமக இரந்ததன்பதஒத்தக்கள்ளவண்டம்
மற்ற பம்மகள்எல்லம்என்ன ப்பர்த்த அசங்கமஇர ப்பதகச்சல்ற ங்க,மற்ற பம்மகள்எல்லம்என்ன ப்பர்த்த அசங்கமஇர ப்பதகச்சல்ற ங்க
இந்த சலபர்க்கவண்ட ம் எல்லரம்எப்பதம்பற்றநடக்கறத,இந்த சலபர்க்கவண்டம் எல்லரம்எப்பதம்பற்றநடக்கறத
வழக்கவ சரணக்கமன்பக உங்களக்க அந்த வய்ப்பகட க்கம் தர,வழக்கவ சரணக்கமன்பக உங்களக்க அந்த வய்ப்பகடக்கம் தர
எளமயனமக்களபதக்க ம்ஆட்களட நீங்கள் எப்படவ லசய்கறீர்கள்,எளமயனமக்களபதக்க ம்ஆட்களட நீங்கள் எப்படவ லசய்கறீர்கள்
நம்பக்கயடஇரப்பதல்லம்சத்தஅபத்தம் என்றஎனக்கத்தரய ம்,நம்பக்கயடஇரப்பதல்லம்சத்தஅபத்தம் என்றஎனக்கத்தரயம்
பரஸல்ஒரவங்கயஅவர்கள்கடத்தனர் லஸ்வக ஸல்ஒரகட்டத்த லரந்த,பரஸல்ஒரவங்கயஅவர்கள்கடத்தனர் லஸ்வக ஸல்ஒரகட்டத்த லரந்த
சர இவன்நீண்டகலம கபண்கள டம் சக்ஸ்வ த்தக்கள்ளதவன்,சர இவன்நீண்டகலம கபண்களடம் சக்ஸ்வத்தக்கள்ளதவன்
இரண்டபழங்கடயனர்பரக்க ச்சல்லம்பத ஒன்றநீங்கள்மத ப்பண்பறலம்,ரண்டபழங்கடயனர்பரக்க ச்சல்லம்பத ஒன்றநீங்கள்மத ப்பண்பறலம்
ஆனல்ம ல மண க்கள்எல்லரம் வளயற கட்ட டத்தகலசய்ய வண்ட ம்,ஆனல்ம ல மண க்கள்எல்லரம் வளயற கட்டடத்தகலசய்ய வண்டம்
நீர் நலகளன்ஏற்றமம்இறக்கமம்தன் வழ்க்கயன்சவல களஎற்பட த்தகன்றன,நீர் நலகளன்ஏற்றமம்இறக்கமம்தன் வழ்க்கயன்சவல களஎற்படத்தகன்றன
சம்ஒபசன்யவநீக்கவ ண்டம் என்றந ன்மட வசய்தள்ளன்,சம்ஒபசன்யவநீக்கவ ண்டம் என்றந ன்மட வசய்தள்ளன்
மன்றஆண்டகளல்நங்கள் வங்ககளத் தக்கயள்ளம் என்பதநீங்கள்அற வீர்கள,மன்றஆண்டகளல்நங்கள் வங்ககளத் தக்கயள்ளம் என்பதநீங்கள்அற வீர்கள
நயளகளஇறங்கதளத்தற்கவகமககண்ட பகஒரவழய கண்டப டக்கவண்டம்,நயளகளஇறங்கதளத்தற்கவகமககண்ட பகலரவழய கண்டப டக்கவண்டம்
இதஒரஜக் ரசல் டரயர பத்த அதம ட்டபசகல்கலயல் கல்லட,தஒரஜக் ரசல் டரயர பத்த அதம ட்டபசகல்கலயல் கல்லட
இப்படயபன அந்த சரவணன் வீட்ட வத்தட்டபய்க்கட்டஇரப்பன்,ப்படயபன அந்த சரவணன் வீட்ட வத்தட்டபய்க்கட்டஇரப்பன்
அதத ன்வஷயம்என்ன அமரக்க நசக்கறர்அதன் ரயலட்டநகழ்ச்சகள் வலத,அதத ன்வஷயம்என்ன அமரக்க நசக்கறர்அதன் ரயலட்டநகழ்ச்சகள் வலத
அவர் பயற்சயளர்அல்ல அவர் ஒரவீரர்என்றநனக்கறன்,அவர் பயற்சயளர்அல்ல அவர் ஒரவீரர்என்றநனக்கறன்
எங்கள் தரவத்தளத்தன்மலமகஅவரஇயக்கவம் கலம்பஸல்ஒவ்வரஐஓஐட்ரனம்,எங்கள் தரவத்தளத்தன்மலமகஅவரஇயக்கவம் கலம்பஸல்ஒவ்வரஐஓலட்ரனம்
சர ஒற்றப்பண் தனயகபயணம்சய்கறீர்கள் நீங்கள்மகவம்கவனமகஇரக்க மடயத,சர
பதகவலர்களக்கநர்ந்ததல்எனக்க ஏதத டர்பஇரப்பதசசல்நன க்கறர்,பதகவலர்களக்கநர்ந்ததல்எனக்க ஏதத டர்பஇரப்பதசசல்நன க்கறர்
நம்அதஇரக்கம்பத நம்மகண்டபடப்பம் ஒரவ ழ்க்கஅளவ லனரண,நம்அதஇரக்கம்பத நம்மகண்டபடப்பம் ஒரவ ழ்க்கஅளவ லனரண
நீங்கள் வத்த பண்கள்மற்ற ம்கழந்த கள் பதகப்பனமற்ற ம்வளயதீங்க,நீங்கள் வத்த பண்கள்மற்ற ம்கழந்த கள் பதகப்பனமற்ற ம்வளயதீங்க
நங்கள் வரவல்வீட்டற்கசல்கறம் நீங்கள்கட்கறீர்கள,நங்கள் வரவல்வீட்டற்கசல்கறம் நீங்கள்கட்கறீர்கள
என்னநம்பங்கள் பண் நன்உன்னவர ம்பகற ன் வரவல்நன் அங்க,என்னநம்பங்கள் பண் நன்உன்னவரம்பகறன் வரவல்நன் அங்க
மன்றகட கள்கண்ட வந்தத கங்ஸ்ல ண்டங்கல்இரந்தஅனத்தவழ,மன்றகட கள்கண்டவந்தத கங்ஸ்ல ண்டங்கல்இரந்தஅனத்தவழ
நீங்கள் நகர்த்த எல் இனஎங்கதரய ம் நீங்கள் யரடன்இர க்கவண்டம்தங்க,நீங்கள் நகர்த்த எல்
உன்னத க்ககறன் உன்னதவக்க சய்கறன் அவன க்கஏழகட,உன்னத க்ககறன் உன்னதவக்க சய்கறன் அவன க்கஏழகட
அவனக்கயர்கயழத்தபட்டலம் அவன் உறதகய ழத்தபடணம்,அவனக்கயர்கயழத்தபட்டலம் அவன் உறதகய ழத்தபடணம்
கலம்பயஇர ணவம்ஈடபட்டரப்பதக நீங்கள் நனக்கவல்ல,கலம்பயஇர ணவம்ஈடபட்டரப்பதக நீங்கள் நனக்கவல்ல
ஆனல்ர க்கட்டவட்டதம் அதவங்க ஒரதீவர பரட்டமநடக்கம்னஎங்களக்கத்தரயத,ஆனல்ர க்கட்டவட்டதம் அதவங்க ஒரதீவர பரட்டமநடக்கம்னஎங்களக்கத்தரயத
என் வரடஅனபவம்சல்கறத இந்த டன்வர்வ ஸ்ஒர வலஎன்றஎனக்க,என்
நீ நரந்தரமகநரகத்தல்வழம்படஎன்னல் சபக்கம டயத,நீ நரந்தரமகநரகத்தல்வழம்படஎன்னல் சபக்கம டயத
ககதங்களல் தன்நீங்கள்தர்ந்தடக்கப்பட்டீர்கள்,ககதங்களல் தன்நீங்கள்தர்ந்தடக்கப்பட்டீர்கள்
நன்ச ல்வதசரஎனஉனக்கத ரயம் அவளக்கக இப்பதஉன்னல்சய்ய மடந்ததச்சய்வய்,நன்ச ல்வதசரஎனஉனக்கத ரயம் அவளக்கக
நனம்என்கழந்தயம் பள்ளம டந்ததம்ஒவ்வ ரபற்பகல லம்வஃபள்பல்வ ளயடகறம்,நனம்என்கழந்தயம் பள்ளம டந்ததம்ஒவ்வ ரபற்பகல லம்வஃபள்பல்வ ளயடகறம்
மக்கள் தங்கள் வீட்டலயபடம்படக்கலம்என்பதஅவர்களக்க ப்படக்கவல்ல,மக்கள்தங்கள் வீட்டலயபடம்படக்கலம்என்பதஅவர்களக்க ப்படக்கவல்ல
பசபயன்வீட்டல்வரம்பத இன்றரவஎப்படநகரம்உதடகள்கட்டப்பட்ட ள்ளத,பசபயன்வீட்டல்வரம்பத
அதசமயம்என்சந்தவகயன மயற்சக்கம் கழத்தநர த்தஎனக்க பறக வ நடகள்,அதசமயம்என்சந்தவகயன மயற்சக்கம் கழத்தநர த்தஎனக்க பறக வ நடகள்
நீங்கள் இறந்தவட்டீர்கள்என்றநனக்கறீர்கள் ஆனல் உங்கள் கயத்தலரந்தஇறக்க நட்கள்எடக்கம்,நீங்கள் இறந்தவட்டீர்கள்என்றநனக்கறீர்கள் ஆனல் உங்கள் கயத்தலரந்தஇறக்க நட்கள்எடக்கம்
நன்ய சச்சபர்த்தசல்றன் அவனப ர்த்தஎவ்வளவபரதபப்படறன்ன,சச்சபர்த்தசல்றன் அவனப ர்த்தஎவ்வளவபரதபப்படறன்ன
ஒவ்வரநளம்ஏழநமடங்கள் என்னஅங்கஎந்தகண்கள்இரந்தன,வ்வரநளம்ஏழநமடங்கள் என்னஅங்கஎந்தகண்கள்இரந்தன
கடஇட வளமடந்ததம்நீங்கள்வீட்டற்கச் சல்கறீர்கள் இல்லய,கடஇட வளமடந்ததம்நீங்கள்வீட்டற்கச் சல்கறீர்கள்
அவர்கள் என்னச்ச ய்யசன்னத என்னல்ச ய்யமட யம,அவர்கள் என்னச்ச ய்யசன்னத என்னல்ச ய்யமட யம
பறகஅவர்சர்வீஸ்மன்த க்கயல்நம்மடன் இணந்தகள்வர்,பறகஅவர்சர்வீஸ்மன்த க்கயல்நம்மடன் இணந்தகள்வர்
அவளகலச்சரம்மற்ற ம்அவர்ச ந்தம னதமதப்பஅமப்ப,அவளகலச்சரம்மற்ற ம்அவர்ச ந்தம னதமதப்பஅமப்ப
நீ அவனக்கண்டபடக்கவல்லஎனல் என்ன நடக்கம்என்பதப்பற்றநனத்த ய,நீ அவனக்கண்டபடக்கவல்லஎனல் என்ன நடக்கம்என்பதப்பற்றநனத்த ய
சலக லமீட்டர்களக்கஅப்பல்உள்ளஎன் கரஜக்ககண்டபய்பழத பர்க்கலம்,சலக
அவள் இப்பததனதஷலஸஎவ்வ றகட்டவதஎன்றகற்றக்கண்ட ரக்கற ள்,அவள்
நீங்கள் இதபற்றஒரவ ர்த்தசல்ல நன்தரயம்ஒவ்வரஇற ல்சந்தப்பன்,நீங்கள்
நம்மல்ய ரஒரவர்கழவறய ல்தட்டவ தவறவட்டனர் அதஒரச றமப ர்த்தவ ட்டள்,நம்மல்ய ரஒரவர்கழவறய ல்தட்டவ தவறவட்டனர் அதஔரச றமப ர்த்தவ ட்டள்
மன்னக்கவம்தமதமகஅதட்ர ஃபக்பணர்ச்சயல்இல்ல உங்களக்க தரயம்,மன்னக்கவம்தமதமகஅதட்ர ஃபக்பணர்ச்சயல்இல்ல உங்களக்க தரயம்
சர எனவ கவன்கரணமகநீங்கள்என்னத் தரம்பப் பறவரம்பவல்ல,சர எனவ கவன்கரணமகநீங்கள்என்னத் தரம்பப் பறவரம்பவல்ல
இதப ன்றவற சலமக்கள் உள்ளன அணயன்ஒர பகத யகஇங்கவந்தவர்ய ர்,தப ன்றவற சலமக்கள் உள்ளன அணயன்ஒர பகத யகஇங்கவந்தவர்ய ர்
நன்உங்களக்க ட லர் தரம் இந்த ரயலல்இந்தமக்கள்சரக்கறர்கள்,நன்உங்களக்க டலர்தரம் இந்த ரயலல்இந்தமக்கள்சரக்கறர்கள்
வந்த அன்னக்கஉங்களவழவலபர்த்த நன்அலயன்டரவட இரந்தன்,வந்த அன்னக்கஉங்களவழவலபர்த்த நன்அலயன்டரவட இரந்தன்
ஒவ்வரபரச்சனக்கம் எல்லநரத்தலம் இவர்கள் இங்கஇரக்கமட்டர்கள்,வ்வரபரச்சனக்கம் எல்லநரத்தலம் இவர்கள்
பல்லயரக்கணக்கனவர்கள்இன்னம்தவக்க றர்கள் உயர்ப ழப்பமஎன்றவ யப்ப ல்,பல்லயரக்கணக்கனவர்கள்
அவரக்கதவறனதகவல்கடத்த மட்டக் கண்ட ஒர கலய ல்சக்கக் கண்டர்,அவரக்கதவறனதகவல்கடத்த மட்டக் கண்ட ஒர கலய ல்சக்கக் கண்டர்
மன்கலம்தனய பரந்த தன்னடய சந்தத டரஆரம்பக்கம்,மன்கலம்தனய பரந்த தன்னடய சந்தத டரஆரம்பக்கம்
ஒரமறஅவன கண்டல்சய்த அவன் கணக்கம டயதவன்என்ற சன்னன்,ஒரமறஅவன கண்டல்சய்த அவன் கணக்கம டயதவன்என்ற சன்னன்
கர்ஷவன்எதர்க்கம்சக்தகள் வதயநம் பயன்படத்தஎண்ணனன்,கர்ஷவன்எதர்க்கம்சக்தகள் வதயநம் பயன்படத்தஎண்ணனன்
என்றல்வ றயரஅல்ல எங்கள்க டம்பங்கள்இன்னம்சல்ல,என்றல்வ றயரஅல்ல எங்கள்க டம்பங்கள்இன்னம்சல்ல
அப்படன்ன ஏன்அதஉன்நலனக்க பயன்படத்தக்கக்கட த,அப்படன்ன ஏன்அதஉன்நலனக்க பயன்படத்தக்கக்கடத
ஆமம் எனக்ககறந்தபட்சம்ஐந்தபயன்கள்த ரயம் என் வலயஎன்னல்சய்யம டயம்,ஆமம் எனக்ககறந்தபட்சம்ஐந்தபயன்கள்த ரயம் என் வலயஎன்னல்சய்யம டயம்
இந்த ஆட்டம் மடஞ்சதக்கஅப்ப றம் நன்உன்னவளய அழச்சட்டப்பகலம,ந்த ஆட்டம் மடஞ்சதக்கஅப்பறம்
நன்எப்பவம்படபடப்பஇரந்ததல்ல ஆனல் இப்ப ந ன்நஜமபடபடப்பஇரக்கன்,நன்எப்பவம்படபடப்பஇரந்ததல்ல ஆனல்
நரடஉள்ளீடகளடன்பரலல் நயரல் நட்களப்பய ற்றவக்கறன்,நரடஉள்ளீடகளடன்பரலல் நயரல் நட்களப்பய ற்றவக்கறன்
போது யாரோ உங்களுக்கு உண்மையிலேயே அக்கறை,யாரோ உங்களுக்கு உண்மையிலேயே அக்கறை
அவர்களல்ச ற்றப்பதயல் ஒரச ட்டலட்கடஅன ப்ப மடயத,அவர்களல்ச ற்றப்பதயல் ஒரச ட்டலட்கடஅன ப்ப மடயத
இப்பத அதகலஅல்லதகல ஞர்தன் என்பத என்ற இன்னம்க றமடயம்,ப்பத அதகலஅல்லதகல ஞர்தன் என்பத என்ற
நான் விடம் பேசுவேன் எனக்கு அது ஆறுதலாக இருக்கும்,நான் விடம் பேசுவேன் எனக்கு அது ஆறுதலாக இருக்கும்
உங்கள் கடம்பத்ததரம்பசலத்தவ ண்டம் என்ன சய்தன்,உங்கள் கடம்பத்ததரம்பசலத்தவ ண்டம் என்ன சய்தன்
அவர்கள் இன்னம்இரக்கறர்கள்என்றஎனக்கதர யம் நன்ற என்ரண,அவர்கள்
ஆனல்ப ன்னர்நன்உங்களக்கஅதகஅறவண்டம்என்றந னக்கறன்இல்ல,ஆனல்ப ன்னர்நன்உங்களக்கஅதகஅறவண்டம்என்றந னக்கறன்இல்ல
இந்த தடலப்பற்றஅவர் கவலப்படவல்லஎன்றநன்ந னக்கஆரம்பத்தவட்டன்,ந்த தடலப்பற்றஅவர் கவலப்படவல்லஎன்றநன்ந னக்கஆரம்பத்தவட்டன்
என் சகதரயஉன்னல்கப்பற்ற மடயம்என்றஎனக்க த்தரயம்,என்
சலவ ஷயங்கள சறந்ததங்கம டதரத்தவட கறவகவக்கவண்டய கட்டயம் ஏற்பட்டத,சலவ ஷயங்கள சறந்ததங்கம டதரத்தவட கறவகவக்கவண்டய கட்டயம் ஏற்பட்டத
நீ இப்ப நல்லபடயஇர ந்த அப்பஅம்மவபர்த்தக்கள்,நீ இப்ப நல்லபடயஇர ந்த அப்பஅம்மவபர்த்தக்கள்
நீங்கள் நன்றகஇரக்கறீர்கள் நன்ஹ ரஷமவ க்கச்சல்லமடந்தல் நன்தர ம்பச்சல்லவ ரம்ப கறன்,நீங்கள் நன்றகஇரக்கறீர்கள் நன்ஹ ரஷமவ க்கச்சல்லமடந்தல் நன்தர ம்பச்சல்லவ ரம்ப கறன்
இதக்ககஅவ்வளவஆபத்த எடத்தக்கணமன்னதரயலன்னசல்றர்,தக்ககஅவ்வளவஆபத்த எடத்தக்கணமன்னதரயலன்னசல்றர்
நான் மொட்டு கேள் நாம் சிறிது நேரம் மதிய ஒன்றாக பெற விரும்புகிறோம்,மொட்டு கேள்
மற்றவர்களக்கஅத ல்அக்கறஇல்ல என்றஅவன்சன்னன்,மற்றவர்களக்கஅத ல்அக்கறஇல்ல என்றஅவன்சன்னன்
உங்கள் வயதல் என்றசன்னல் உங்களக்ககக்கண்டவந்தத த்தரமட்ட ன்,உங்கள் வயதல் என்றசன்னல் உங்களக்ககக்கண்டவந்தத த்தரமட்டன்
இதர ம்பஆர்வத்ததண்ட வதக இரக்கம்என்றநனக்கறம்,இதர ம்பஆர்வத்ததண்ட வதக இரக்கம்என்றநனக்கறம்
ஆனல்நம்மகட ம்பத்தக்க பல படங்கள் ஆதரமஇர க்க,ஆனல்நம்மகட ம்பத்தக்க பல படங்கள் ஆதரமஇர க்க
வள்ளத்தள்மற்ற ம்தண்டகள்என் அம்மவன்தல யல்தண்ணீர்பலபரவ ன,வள்ளத்தள்மற்ற ம்தண்டகள்என் அம்மவன்தல யல்தண்ணீர்பலபரவ ன
ஆண்டவரக்கசவ சய்ய நன்ஆண யட்ட ள்ளன் அவரடயகட்டளகளக்கக்கீழ்ப்படயங்கள்,ஆண்டவரக்கசவ சய்ய நன்ஆண யட்டள்ளன் அவரடயகட்டளகளக்கக்கீழ்ப்படயங்கள்
மதவகத்தடங்கங்கள் ஆனல்வ ரவகச்சல்ல ங்கள் ஆனல்மக வகமகஇல்ல,மதவகத்தடங்கங்கள் ஆனல்வ ரவகச்சல்ல ங்கள் ஆனல்மக வகமகஇல்ல
பர ட்டக்ஒரலீட ப் பன்பற்றமய மக்கப்பனர் ஆனல்அதபல,பர
மல்லயன்வய க்கள் மல்ல யன்பர்கள வளயஅழச்சதக்க,மல்லயன்வய க்கள் மல்ல யன்பர்கள வளயஅழச்சதக்க
தக ர்டன்ஃப ர்டஷவல் வயபரத்தல் சறந்தஸ்டடயஆடயன்ஸ்உண்ட,தக ர்டன்ஃபர்டஷவல் வயபரத்தல் சறந்தஸ்டடயஆடயன்ஸ்உண்ட
ஆனல்ந ன்இறக்கம்நரத்தல்என்ன தனத்தவமகஉணர சய்ததற்கநன்ற,ஆனல்ந ன்
அவரடம்எனக்கஒரவ தகடமஇர க்கறதஎன்றநீங்கள்நனக்க றீர்கள்,அவரடம்எனக்கஒரவ தகடமஇர க்கறதஎன்றநீங்கள்நனக்க றீர்கள்
நீங்கள் வங்கயள்ளஉளவ த்தற மன்றஆண்டகள்தங்கள்நலனப் பலவநல்லத,நீங்கள் வங்கயள்ளஉளவ த்தற மன்றஆண்டகள்தங்கள்நலனப் பலவநல்லத
நன்வ ளயடசர்ந்தபத என்தட்டம் என்னவகஇரந்ததன்னதரயமஉனக்க,நன்வ ளயடசர்ந்தபத என்தட்டம் என்னவகஇரந்ததன்னதரயமஉனக்க
சய்தவர்ஒப்பக்கள்ளவட்டல் உங்களன்ப ற்றர்களஅழத்த,சய்தவர்ஒப்பக்கள்ளவட்டல் உங்களன்ப ற்றர்களஅழத்த
பர்க்லயல்கணன அறவயல்படப்பற்க வண்ணப்பக்கயச த்தக்கண்டஇரக்கறன்,பர்க்லயல்கணன அறவயல்படப்பற்க வண்ணப்பக்கயச த்தக்கண்டஇரக்கறன்
அந்த உரகயபன க்கட்டநீரன்நறம் எனக்கப டத்தரக்க,அந்த உரகயபன க்கட்டநீரன்நறம் எனக்கப டத்தரக்க
